AMC,Code,Scheme Name,Scheme Type,Scheme Category,Scheme NAV Name,Scheme Minimum Amount,Launch Date,Closure Date,ISIN Div Payout/ ISIN GrowthISIN Div Reinvestment
WhiteOak Capital Asset Management Limited,152349,WhiteOak Capital Pharma and Healthcare Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,WhiteOak Capital Pharma and Heathcare Fund Direct Plan Growth,Minimum of Rs. 500/- and in multiples of Re. 1/-,16-Jan-2024,30-Jan-2024,INF03VN01886
Motilal Oswal Asset Management Company Limited,152354,Motilal Oswal Large Cap Fund,Open Ended,Equity Scheme - Large Cap Fund,Motilal Oswal Large Cap Direct Plan Growth,500,17-Jan-2024,,INF247L01CE3
Old Bridge Asset Management Pvt. Ltd.,152358,Old Bridge Focused Fund,Open Ended,Equity Scheme - Focused Fund,Old Bridge Focused Fund - Direct Growth,5000,17-Jan-2024,19-Jan-2024,INF0S5R01042
ICICI Prudential Asset Management Company Limited,152365,ICICI Prudential Nifty50 Value 20 Index Fund,Open Ended,Other Scheme - Index Funds,ICICI Prudential Nifty50 Value 20 Index Fund - Direct Plan - Growth,100,15-Jan-2024,,INF109KC16T3
SBI Funds Management Limited,152370,SBI Nifty50 Equal Weight Index Fund,Open Ended,Other Scheme - Index Funds,SBI Nifty50 Equal Weight Index Fund - Direct Plan - Growth,Rs.5000/- and in multiples of Rs.1/- thereafter.,16-Jan-2024,,INF200KB1027
HSBC Asset Management (India) Private Ltd.,152380,HSBC Multi Asset Allocation Fund,Open Ended,Hybrid Scheme - Multi Asset Allocation,HSBC Multi Asset Allocation Fund - Direct - Growth,5000,08-Feb-2024,,INF336L01RI3
PGIM India Asset Management Private Limite,152382,PGIM India Large and Midcap Fund,Open Ended,Equity Scheme - Large & Mid Cap Fund,PGIM India Large and Midcap Fund - Direct Plan - Growth Option,Min Rs. 5000 and in multiples of Rs. 1 thereafter,24-Jan-2024,,INF663L01Y12
Nippon Life India Asset Management Limited,152389,Nippon India Nifty Bank Index Fund,Open Ended,Other Scheme - Index Funds,Nippon India Nifty Bank Index Fund - Direct Plan - Growth Option,Rs.1000 and in multiples of Re.1 thereafter,05-Feb-2024,,INF204KC1BY2
Nippon Life India Asset Management Limited,152392,Nippon India Nifty IT Index Fund,Open Ended,Other Scheme - Index Funds,Nippon India Nifty IT Index Fund - Direct Plan - Growth Option,Rs.1000 and in multiples of Re.1 thereafter,05-Feb-2024,,INF204KC1CE2
Bank of India Investment Managers Private Limited,152396,Bank of India Multi Asset Allocation Fund,Open Ended,Hybrid Scheme - Multi Asset Allocation,Bank of India Multi Asset Allocation Fund-Direct Plan-Growth,5000 and in multiples of Rs.1 thereafter,07-Feb-2024,,INF761K01FZ3
SBI Funds Management Limited,152400,SBI Fixed Maturity Plan (FMP)-Series 92 (91 Days),Close Ended,Income,SBI Fixed Maturity Plan-Series 92 (91 days) - Direct Plan - Growth,Rs. 5000/- and in multiples of Re. 1/- thereafter,31-Jan-2024,,INF200KB1076
Bajaj Finserv Asset Management Limited,152408,Bajaj Finserv Large and Mid Cap Fund,Open Ended,Equity Scheme - Large & Mid Cap Fund,Bajaj Finserv Large and Mid Cap Fund- Direct Plan- Growth,Rs. 500 and in multiples of Re. 1,06-Feb-2024,,INF0QA701763
Union Asset Management Company Private Limited,152409,Union Business Cycle Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Union Business Cycle Fund - Direct Plan - Growth Option,Rs. 1000 and in multiples of Rs.1 thereafter,13-Feb-2024,,INF582M01JQ0
quant Money Managers Limited,152415,quant PSU Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,quant PSU Fund - Growth Option - Direct Plan,5000,02-Feb-2024,,INF966L01DT4
SBI Funds Management Limited,152417,SBI Energy Opportunities Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,SBI Energy Opportunities Fund - Direct Plan - Growth,Rs.5000/- and in multiples of Rs.1/- thereafter.,06-Feb-2024,,INF200KB1126
Axis Asset Management Co. Ltd.,152422,Axis BSE Sensex Index Fund,Open Ended,Other Scheme - Index Funds,Axis BSE Sensex Index Fund - Direct Plan - Growth,Rs. 500 and in multiples of Re. 1/- thereafter,08-Feb-2024,22-Feb-2024,INF846K012V6
Aditya Birla Sun Life AMC Limited,152425,Aditya Birla Sun Life Fixed Maturity Plan - Series UT (91 days),Close Ended,Income,Aditya Birla Sun Life Fixed Maturity Plan - Series UT (91 days) - Direct Plan - Growth Option,Minimum of Rs. 1000 and in multiples of Rs. 10,07-Feb-2024,,INF209KB17Z8
Groww Asset Management Limited,152431,Groww Nifty Smallcap 250 Index Fund,Open Ended,Other Scheme - Index Funds,Groww Nifty Smallcap 250 Index Fund - Direct Plan - Growth,500,09-Feb-2024,,INF666M01HY9
Edelweiss Asset Management Limited,152437,Edelweiss Technology Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Edelweiss Technology Fund - Direct Plan - Growth,Minimum of Rs. 100/- and multiples of Re. 1/- ther,14-Feb-2024,,INF754K01SK3
Mahindra Manulife Investment Management Pvt Ltd,152443,Mahindra Manulife Multi Asset Allocation Fund,Open Ended,Hybrid Scheme - Multi Asset Allocation,Mahindra Manulife Multi Asset Allocation Fund- Direct Plan - Growth,Rs 1000/- and in multiples of Re 1/- thereafter.,20-Feb-2024,,INF174V01BW2
Canara Robeco Asset Management Company Limited,152450,Canara Robeco Manufacturing Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Canara Robeco Manufacturing Fund - Direct Plan - Growth Option,5000 and multiples of Re. 1 thereafter.,16-Feb-2024,01-Mar-2024,INF760K01KZ5
Kotak Mahindra Asset Management Company Limited.,152451,Kotak Fixed Maturity Plan Series 328  90 Days,Close Ended,Income,Kotak Fixed Maturity Plan Series 328 - 90 Days - Direct Plan - Growth Option,5000,09-Feb-2024,,INF174KA1QU6
Mirae Asset Investment Managers (India) Pvt. Ltd,152459,Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF Fund of Fund,Open Ended,Other Scheme - FoF Domestic,Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF Fund of Fund - Direct Plan - Growth,Rs. 5000 and in multiples of Re. 1/- thereafter.,15-Feb-2024,,INF769K01LG4
Kotak Mahindra Asset Management Company Limited.,152462,Kotak Technology Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Kotak Technology Fund - Direct Plan - Growth Option,Rs. 100/- and any amount thereafter,12-Feb-2024,,INF174KA1QZ5
PPFAS Asset Management Pvt. Ltd.,152468,Parag Parikh Dynamic Asset Allocation Fund,Open Ended,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Parag Parikh Dynamic Asset Allocation Fund - Direct Plan Growth,5000,20-Feb-2024,,INF879O01266
Baroda BNP Paribas Asset Management India Private Limited,152470,Baroda BNP Paribas Innovation Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Baroda BNP Paribas Innovation Fund Direct plan - Growth Option,5000,14-Feb-2024,,INF251K01TE1
Quantum Asset Management Company Private Limited,152474,Quantum Multi Asset Allocation Fund,Open Ended,Hybrid Scheme - Multi Asset Allocation,Quantum Multi Asset Allocation Fund - Direct Plan Growth Option,500,19-Feb-2024,01-Mar-2024,INF082J01457
ICICI Prudential Asset Management Company Limited,152482,ICICI Prudential Nifty LargeMidcap 250 Index Fund,Open Ended,Other Scheme - Index Funds,ICICI Prudential Nifty LargeMidcap 250 Index Fund - Direct Plan - Growth,100,22-Feb-2024,,INF109KC12U0
Nippon Life India Asset Management Limited,152488,Nippon India Fixed Maturity Plan XLVI Series 2,Close Ended,Income,Nippon India Fixed Maturity Plan XLVI Series 2 - Direct Plan - Growth,Rs 5000 and in multiples of Re. 1 thereafter,26-Feb-2024,,INF204KC1CJ1
Kotak Mahindra Asset Management Company Limited.,152491,Kotak Long Duration Fund,Open Ended,Debt Scheme - Long Duration Fund,Kotak Long Duration Fund - Direct Plan - Growth,100,28-Feb-2024,,INF174KA1RF5
Tata Asset Management Limited,152495,Tata Fixed Maturity Plan Series 61 Scheme A (91 days),Close Ended,Income,Tata Fixed Maturity Plan Series 61 Scheme A (91 days) - Direct Plan Growth Option,Rs. 5000 and in multiples of Re. 1 thereafter,06-Mar-2024,,INF277KA1AC4
Tata Asset Management Limited,152501,Tata Fixed Maturity Plan Series 61 Scheme B (364 days),Close Ended,Income,Tata Fixed Maturity Plan Series 61 Scheme B (364 days) - Direct Plan Growth Option,Rs. 5000 and in multiples of Re. 1 thereafter,06-Mar-2024,,INF277KA1AI1
Nippon Life India Asset Management Limited,152506,Nippon India Fixed Maturity Plan XLVI Series 3,Close Ended,Income,Nippon India Fixed Maturity Plan XLVI Series 3 - Direct Plan- Growth,Rs 5000 and in multiples of Re. 1 thereafter,29-Feb-2024,,INF204KC1CN3
Helios Capital Asset Management (India) Pvt. Ltd.,152509,Helios Balanced Advantage Fund,Open Ended,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Helios Balanced Advantage Fund- Direct Plan- Growth Option,5000 and in multiples of Re. 1 thereafter,11-Mar-2024,,INF0R8701145
Axis Asset Management Co. Ltd.,152515,Axis CRISIL IBX SDL June 2034 Debt Index Fund,Open Ended,Other Scheme - Index Funds,Axis CRISIL IBX SDL June 2034 Debt Index Fund - Direct Plan - Growth Option,Rs. 5000 and in multiples of Re. 1/- thereafter,04-Mar-2024,18-Mar-2024,INF846K019V1
Bandhan AMC Limited,152520,BANDHAN LONG DURATION FUND,Open Ended,Debt Scheme - Long Duration Fund,Bandhan Long Duration Fund - Direct Plan - Growth,Rs. 1000/- and in multiples of Re. 1/- thereafte,05-Mar-2024,,INF194KB1HY2
Nippon Life India Asset Management Limited,152526,Nippon India Fixed Maturity Plan XLVI Series 4,Close Ended,Income,Nippon India Fixed Maturity Plan XLVI Series 4- Direct Plan - Growth,Rs 5000 and in multiples of Re. 1 thereafter,04-Mar-2024,04-Mar-2024,INF204KC1CR4
DSP Asset Managers Private Limited,152528,DSP US Treasury Fund of Fund,Open Ended,Other Scheme - FoF Overseas,DSP US Treasury Fund of Fund - Direct - Growth,Rs. 100/-. (The minimum application amount will no,07-Mar-2024,13-Mar-2024,INF740KA1UJ6
ICICI Prudential Asset Management Company Limited,152532,ICICI Prudential Fixed Maturity Plan - Series 89 - Plan G (of 91 days),Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 89 - Plan G (of 91 days) - Direct Plan - Growth,5000,07-Mar-2024,,
Navi AMC Limited,152535,Navi NiftyIT Index Fund,Open Ended,Other Scheme - Index Funds,Navi NiftyIT Index Fund - Direct Plan- Growth,Rs. 10 and in multiples of Re.1/- thereafter,11-Mar-2024,,INF959L01HM5
PGIM India Asset Management Private Limite,152537,PGIM India Retirement Fund,Open Ended,Solution Oriented Scheme - Retirement Fund,PGIM India Retirement Fund - Direct Plan - Growth Option,Min of Rs. 5000/- in multiples of Re.1/-,26-Mar-2024,,INF663L01Y61
Kotak Mahindra Asset Management Company Limited.,152545,Kotak Fixed Maturity Plan Series 329  90 Days,Close Ended,Income,Kotak Fixed Maturity Plan Series 329 - 90 Days - Direct Plan - Growth Option,5000,14-Mar-2024,,INF174KA1RP4
Nippon Life India Asset Management Limited,152552,Nippon India Fixed Maturity Plan XLVI Series 5,Close Ended,Income,Nippon India Fixed Maturity Plan XLVI Series 5- Direct Plan - Growth,Rs 5000 and in multiples of Re. 1 thereafter,12-Mar-2024,,INF204KC1CV6
Tata Asset Management Limited,152557,Tata Nifty Auto Index Fund,Open Ended,Other Scheme - Index Funds,Tata Nifty Auto Index Fund - Direct Plan - Growth,Rs 5000/- and in multiple of Re.1/- thereafter,08-Apr-2024,22-Apr-2024,INF277KA1AU6
Tata Asset Management Limited,152564,Tata Nifty MidSmall Healthcare Index Fund,Open Ended,Other Scheme - Index Funds,Tata Nifty MidSmall Healthcare Index Fund - Direct Plan - Growth,Rs 5000/- and in multiple of Re.1/- thereafter,08-Apr-2024,22-Apr-2024,INF277KA1BG3
Tata Asset Management Limited,152570,Tata Nifty Realty Index Fund,Open Ended,Other Scheme - Index Funds,Tata Nifty Realty Index Fund - Direct Plan - Growth,Rs 5000/- and in multiple of Re.1/- thereafter,08-Apr-2024,22-Apr-2024,INF277KA1AO9
Tata Asset Management Limited,152577,Tata Nifty Financial Services Index Fund,Open Ended,Other Scheme - Index Funds,Tata Nifty Financial Services Index Fund - Direct Plan - Growth,Rs 5000/- and in multiple of Re.1/- thereafter,08-Apr-2024,22-Apr-2024,INF277KA1BA6
Trust Asset Management Private Limited,152584,TRUSTMF Flexi Cap Fund,Open Ended,Equity Scheme - Flexi Cap Fund,TRUSTMF Flexi Cap Fund-Direct Plan- Growth,1000,05-Apr-2024,,INF0GCD01743
Samco Asset Management Private Limited,152586,Samco Special Opportunities Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Samco Special Opportunities Fund - Direct Plan - Growth,Rs. 5000 and in multiples of Rs. 1/- thereafter,17-May-2024,,INF0K1H01180
Tata Asset Management Limited,152588,Tata Nifty500 Multicap India Manufacturing 50 30 20 Index Fund,Open Ended,Other Scheme - Index Funds,Tata Nifty500 Multicap India Manufacturing 50 30 20 Index Fund -Direct Plan-Growth,Rs 5000/- and in multiple of Re.1/- thereafter,08-Apr-2024,22-Apr-2024,INF277KA1BM1
Tata Asset Management Limited,152595,Tata Nifty500 Multicap Infrastructure 50 30 20 Index Fund,Open Ended,Other Scheme - Index Funds,Tata Nifty500 Multicap Infrastructure 50 30 20 Index Fund - Direct Plan - Growth,Rs 5000/- and in multiple of Re.1/- thereafter,08-Apr-2024,22-Apr-2024,INF277KA1BS8
HDFC Asset Management Company Limited,152600,HDFC Manufacturing Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,HDFC Manufacturing fund - Growth Option - Direct Plan,100,26-Apr-2024,10-May-2024,INF179KC1II1
Bandhan AMC Limited,152607,BANDHAN INNOVATION FUND,Open Ended,Equity Scheme - Sectoral/ Thematic,Bandhan Innovation Fund - Direct Plan - Growth,Rs. 1000/- and in multiples of Re. 1/- thereafte,10-Apr-2024,,INF194KB1IE2
Kotak Mahindra Asset Management Company Limited.,152610,Kotak Fixed Maturity Plan Series 330 - 98 Days,Close Ended,Income,Kotak Fixed Maturity Plan Series 330 - 98 Days - Direct Plan - Growth Option,5000,25-Apr-2024,,INF174KA1RU4
JM Financial Asset Management Limited,152614,JM Small Cap Fund,Open Ended,Equity Scheme - Small Cap Fund,JM Small Cap Fund (Direct) - Growth Option,Rs 5000/- per option,27-May-2024,,INF192K01NH3
Edelweiss Asset Management Limited,152616,Edelweiss Nifty Alpha Low Volatility 30 Index Fund,Open Ended,Other Scheme - Index Funds,Edelweiss Nifty Alpha Low Volatility 30 Index Fund - Direct Plan - Growth,Rs. 100/- and multiples of Re. 1/- thereafter.,26-Apr-2024,,INF754K01SS6
Aditya Birla Sun Life AMC Limited,152622,Aditya Birla Sun Life Fixed Maturity Plan-Series UU (98 days),Close Ended,Income,Aditya Birla Sun Life Fixed Maturity Plan - Direct Plan- Growth Option,Minimum of Rs. 1000/- and in multiples of Rs. 10/,30-Apr-2024,,INF209KC1035
Baroda BNP Paribas Asset Management India Private Limited,152628,Baroda BNP Paribas Retirement Fund,Open Ended,Solution Oriented Scheme - Retirement Fund,Baroda BNP Paribas Retirement Fund - Direct plan - Growth option,1000,08-May-2024,,INF251K01TJ0
Axis Asset Management Co. Ltd.,152629,Axis Nifty Bank Index Fund,Open Ended,Other Scheme - Index Funds,Axis Nifty Bank Index Fund - Direct Plan - Growth Option,Rs. 500 and in multiples of Re. 1/- thereafter,03-May-2024,17-May-2024,INF846K015W7
Groww Asset Management Limited,152637,Groww Nifty Non-Cyclical Consumer Index Fund,Open Ended,Other Scheme - Index Funds,Groww Nifty Non-Cyclical Consumer Index Fund - Direct Plan Growth,500,02-May-2024,,INF666M01IE9
Bajaj Finserv Asset Management Limited,152639,Bajaj Finserv Multi Asset Allocation Fund,Open Ended,Hybrid Scheme - Multi Asset Allocation,Bajaj Finserv Multi Asset Allocation Fund - Direct Growth,500,13-May-2024,,INF0QA701821
WhiteOak Capital Asset Management Limited,152644,WhiteOak Capital Special Opportunities Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,WhiteOak Capital Special Opportunities Fund - Direct Growth,Minimum of Rs. 100/- and in multiples of Re. 1/-,15-May-2024,29-May-2024,INF03VN01902
Mirae Asset Investment Managers (India) Pvt. Ltd,152645,Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF Fund of Fund,Open Ended,Other Scheme - FoF Domestic,Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF Fund of Fund - Direct Plan - Growth,Rs. 5000 and in multiples of Re. 1/- thereafter.,10-May-2024,,INF769K01LN0
Motilal Oswal Asset Management Company Limited,152651,Motilal Oswal Multi Cap Fund,Open Ended,Equity Scheme - Multi Cap Fund,Motilal Oswal Multi Cap Fund-Direct Plan Growth,500,28-May-2024,11-Jun-2024,INF247L01CL8
DSP Asset Managers Private Limited,152654,DSP Nifty Bank Index Fund,Open Ended,Other Scheme - Index Funds,DSP Nifty Bank Index Fund - Direct - Growth,Rs. 100/- and any amount thereafter,15-May-2024,27-May-2024,INF740KA1UO6
SBI Funds Management Limited,152657,SBI Automotive Opportunities Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,SBI Automotive Opportunities Fund - Direct Plan - Growth,Rs.5000/- and in multiples of Rs.1/- thereafter.,17-May-2024,,INF200KB1183
Aditya Birla Sun Life AMC Limited,152659,Aditya Birla Sun Life Crisil IBX Gilt June 2027 Index Fund,Open Ended,Other Scheme - Index Funds,Aditya Birla Sun Life Crisil IBX Gilt June 2027 Index Fund-Direct Growth,1000,22-May-2024,,INF209KC1076
Kotak Mahindra Asset Management Company Limited.,152663,Kotak NIFTY 100 Low Volatility 30 Index Fund,Open Ended,Other Scheme - Index Funds,Kotak NIFTY 100 Low Volatility 30 Index Fund - Direct plan - Growth option,Rs. 100/- and any amount thereafter,22-May-2024,,INF174KA1RZ3
Mahindra Manulife Investment Management Pvt Ltd,152672,Mahindra Manulife Manufacturing Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Mahindra Manulife Manufacturing Fund - Direct Plan - Growth,Rs 1000/- and in multiples of Re 1/- thereafter.,31-May-2024,,INF174V01CC2
Sundaram Asset Management Company Ltd,152677,Sundaram Business Cycle Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Sundaram Business Cycle Fund Direct Plan Growth,100,05-Jun-2024,,INF903JA1LQ6
Helios Capital Asset Management (India) Pvt. Ltd.,152679,Helios Financial Services Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Helios Financial Services Fund - Direct Plan - Growth Option,5000 and in multiples of Re. 1 thereafter,31-May-2024,,INF0R8701202
Aditya Birla Sun Life AMC Limited,152684,Aditya Birla Sun Life Quant Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Quant Fund - Direct Growth,500,10-Jun-2024,,INF209KC1118
Canara Robeco Asset Management Company Limited,152688,Canara Robeco Balanced Advantage Fund,Open Ended,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Canara Robeco Balanced Advantage Fund - Direct Plan - Growth Option,Rs. 5000 and multiples of Re. 1 thereafter,12-Jul-2024,,INF760K01LD0
Motilal Oswal Asset Management Company Limited,152694,Motilal Oswal Quant Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Motilal Oswal Quant Fund - Direct - Growth,Rs.500/- and in multiples of Re. 1/- thereafter,03-Jun-2024,,INF247L01CS3
Baroda BNP Paribas Asset Management India Private Limited,152697,Baroda BNP Paribas Manufacturing Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Baroda BNP Paribas Manufacturing Fund - Direct Plan - Growth Option,1000,10-Jun-2024,,INF251K01TP7
Kotak Mahindra Asset Management Company Limited.,152702,Kotak Special Opportunities Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Kotak Special Opportunities Fund - Direct Plan - Growth Option,100,10-Jun-2024,,INF174KA1SF3
Tata Asset Management Limited,152706,Tata Fixed Maturity Plan Series 61 Scheme C (91 days),Close Ended,Income,Tata Fixed Maturity Plan Series 61 Scheme C (91 days) - Direct Plan Growth Option,Rs. 5000 and in multiples of Re. 1 thereafter,10-Jun-2024,,INF277KA1BX8
Edelweiss Asset Management Limited,152710,Edelweiss Business Cycle Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Edelweiss Business Cycle Fund - Direct Plan - Growth,NFO  Minimum of Rs. 5000/- and multiples of Re. 1,09-Jul-2024,,INF754K01TA2
Motilal Oswal Asset Management Company Limited,152712,Motilal Oswal Nifty India Defence Index Fund,Open Ended,Other Scheme - Index Funds,Motilal Oswal Nifty India Defence Index Fund Direct Plan Growth,Rs.500/- and in multiples of Re. 1/- thereafter.,13-Jun-2024,,INF247L01CW5
